CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200020444,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST,ANN ARBOR,2020-06-29 18:16:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
200019937,ALL OTHER,7374,NUISANCES ORD - INOPERABLE UNLICENSED VEHICLES,B,3500 BLOCK TERHUNE RD,ANN ARBOR,2020-06-25 10:14:00,OTHER - ORDINANCE VIOLATIONS,-83.68785299999996,42.24689700000005
200019943,ALL OTHER,7374,NUISANCES ORD - INOPERABLE UNLICENSED VEHICLES,B,3500 BLOCK TERHUNE RD,ANN ARBOR,2020-06-25 10:35:00,OTHER - ORDINANCE VIOLATIONS,-83.68785299999996,42.24689700000005
200020457,AGGRAVATED ASSAULT,1399,ASSAULT (OTHER),A,2400 BLOCK NIXON RD,ANN ARBOR,2020-06-29 20:56:00,ASSAULT - AGGRAVATED,-83.70715390099997,42.30948680100005
201000279,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"300 BLOCK E. MADISON ST., APARTMENT 25",ANN ARBOR,2020-06-28 13:30:00,LARCENY - ALL OTHER,-83.74566519899997,42.27394399900004
201000277,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK CATHERINE ST,ANN ARBOR,2020-06-29 08:37:30,LARCENY - ALL OTHER,-83.73631419899993,42.28290110000006
200020490,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2100 BLOCK MEDFORD RD,ANN ARBOR,2020-06-29 16:11:30,FRAUD,-83.71086370099994,42.25767270000006
201000280,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK CATHERINE STREET,ANN ARBOR,2020-06-27 12:30:00,LARCENY - ALL OTHER,-83.74521159999995,42.28299140000007
201000278,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"600 BLOCK S MAIN, APT. 318",ANN ARBOR,2020-06-28 19:00:00,LARCENY - ALL OTHER,-83.74862599999994,42.27341890000008
200020398,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,3700 BLOCK VARSITY DR,ANN ARBOR,2020-04-11 00:00:00,FORGERY / COUNTERFEITING,-83.72539270099998,42.234597300000075
200020491,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK E LIBERTY ST,ANN ARBOR,2020-06-30 08:40:00,LARCENY - ALL OTHER,-83.74630569999994,42.27963630000005
200020530,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2900 BLOCK JACKSON AVE,ANN ARBOR TWP,2020-06-29 05:30:00,LARCENY - ALL OTHER,-83.78820160099997,42.28383190000005
200020502,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,W ANN ST & N MAIN ST,ANN ARBOR,2020-06-30 11:10:00,LARCENY - FROM AUTO (LFA),-83.74847419899999,42.28235020000005
200020550,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2300 BLOCK SHADOWOOD DR,ANN ARBOR,2020-06-30 04:30:00,LARCENY - FROM AUTO (LFA),-83.71420589899998,42.232133900000065
200020496,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,400 BLOCK W HURON ST,ANN ARBOR,2020-06-29 20:15:00,MOTOR VEHICLE THEFT / FRAUD,-83.75286739899997,42.281917100000044
200020562,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK S STATE ST,ANN ARBOR,2020-06-30 18:49:00,ASSAULT - SIMPLE,-83.73771879899994,42.239071300000035
200020456,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK S MAPLE RD,ANN ARBOR,2020-06-29 19:22:30,DAMAGE TO PROPERTY,-83.78214749999995,42.277596800000026
200020623,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,300 BLOCK W HURON ST,ANN ARBOR,2020-06-10 11:30:00,FRAUD,-83.75166069999995,42.28180800000007
200020627,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-07-01 10:51:00,ASSAULT - SIMPLE,-83.74469009899997,42.27924920000004
200020610,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,300 BLOCK W HURON ST,ANN ARBOR,2020-06-29 12:00:00,PUBLIC PEACE,-83.75166069999995,42.28180800000007
200020620,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-07-01 09:50:00,ASSAULT - SIMPLE,-83.69030989899994,42.30697550000008
201000284,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK CATHERINE ST,ANN ARBOR,2020-06-23 17:00:00,LARCENY - ALL OTHER,-83.74504279899998,42.28296209900003
201000283,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1100 BLOCK N MAPLE RD,ANN ARBOR,2020-06-26 00:27:30,LARCENY - FROM AUTO (LFA),-83.78144249999997,42.292324601000075
200020678,LIQUOR LAW VIOLATION,4199,LIQUOR VIOLATIONS (OTHER),B,E LIBERTY ST & S STATE ST,ANN ARBOR,2020-07-01 16:43:00,LIQUOR LAW VIOLATION,-83.74080790099998,42.27933520000005
200020683,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2300 BLOCK S HURON PKWY,ANN ARBOR,2020-06-28 00:30:00,FRAUD,-83.69853220099998,42.25358059900003
200020699,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,3600 BLOCK WASHTENAW,ANN ARBOR,2020-07-01 19:33:00,TRESPASSING / INVASION OF PRIVACY,-83.68909109999998,42.25466270000004
200020330,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK MEADE CT,ANN ARBOR,2020-04-28 08:00:00,FRAUD,-83.71010599999994,42.31033460100008
200014182,WEAPON LAW VIOLATIONS,5299,WEAPONS OFFENSE (OTHER),A,200 BLOCK S ASHLEY ST,ANN ARBOR,2020-04-28 07:03:00,WEAPONS OFFENSE,-83.75015550099994,42.28013119900004
200020753,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,800 BLOCK LAWRENCE ST,ANN ARBOR,2020-07-02 03:00:00,LARCENY - ALL OTHER,-83.73910900099997,42.28421070100006
200014839,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,2400 BLOCK E STADIUM BLVD,ANN ARBOR,2020-05-06 09:03:00,INTIMIDATION / STALKING,-83.71223369999996,42.258553601000074
200020804,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,1500 BLOCK BROADWAY ST,ANN ARBOR,2020-06-29 01:00:00,INTIMIDATION / STALKING,-83.73131030099995,42.29290849900008
200020767,PEEPING TOM,3611,PEEPING TOM,B,800 BLOCK EDWARD ST,ANN ARBOR,2020-07-01 22:45:00,SEX OFFENSES - OTHER,-83.74977289999998,42.289547999000035
200020773,PEEPING TOM,3611,PEEPING TOM,B,800 BLOCK EDWARD ST,ANN ARBOR,2020-07-01 23:30:00,SEX OFFENSES - OTHER,-83.74977289999998,42.289547999000035
200020769,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2700 BLOCK WINDWOOD DR,ANN ARBOR,2020-06-28 12:00:00,FRAUD,-83.70571550099999,42.318899600000066
200020780,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-07-02 13:55:00,PUBLIC PEACE,-83.74469009899997,42.27924920000004
200020872,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,600 BLOCK S MAPLE RD,ANN ARBOR,2020-07-03 04:00:00,BURGLARY - ALL OTHER,-83.77959709899994,42.27452400000004
200020930,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,400 BLOCK E HURON ST,ANN ARBOR,2020-07-03 15:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.74323779899998,42.28154040000004
200020887,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK GOLDEN AVE,ANN ARBOR,2020-04-15 12:00:00,FRAUD,-83.73641159999994,42.262006401000065
200020890,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,400 BLOCK E HURON ST,ANN ARBOR,2020-07-02 17:00:00,FRAUD,-83.74323779899998,42.28154040000004
200020884,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1700 BLOCK MOREHEAD DR,ANN ARBOR,2020-05-26 12:00:00,FRAUD,-83.76897979999995,42.25299840000008
200021024,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK W HURON ST,ANN ARBOR,2020-07-04 15:14:00,DAMAGE TO PROPERTY,-83.75142780099998,42.281647501000066
200021044,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK WASHTENAW CT,ANN ARBOR,2020-07-04 05:00:00,LARCENY - ALL OTHER,-83.73383859899997,42.276712099000065
200021062,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK CHURCH ST,ANN ARBOR,2020-07-04 21:08:00,ASSAULT - SIMPLE,-83.73425359899994,42.27274550000004
200021132,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,800 BLOCK S MAPLE RD,ANN ARBOR,2020-07-05 01:40:00,LARCENY - FROM AUTO (LFA),-83.78073400099998,42.27166130000006
200021114,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2900 BLOCK E WHITTIER CT,ANN ARBOR,2020-07-04 15:50:00,FRAUD,-83.72747969899996,42.24555400000003
200020381,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK W ANN ST,ANN ARBOR,2020-06-28 00:15:00,LARCENY - ALL OTHER,-83.75086590099994,42.282624000000055
201000292,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK W DAVIS AVE APT 6,ANN ARBOR,2020-07-05 05:30:00,LARCENY - ALL OTHER,-83.75122799899998,42.270340100000055
201000294,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,400 BLOCK LIBERTY POINTE DR.,ANN ARBOR,2020-06-29 23:00:00,FRAUD,-83.78572789999998,42.27549940000006
201000286,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK BROWN ST,ANN ARBOR,2020-06-29 09:00:00,LARCENY - ALL OTHER,-83.74892230099994,42.269844300000045
200020875,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-02 15:42:30,LARCENY - FROM AUTO (LFA),-83.74757489899997,42.24036790100007
200020438,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2998,"DAMAGE PROPERTY - MDOP - DESTROY, INJURE PROPERTY OF POLICE/FIRE DEPTS",A,E EISENHOWER PKWY & STONE SCHOOL RD,ANN ARBOR,2020-06-29 16:42:00,DAMAGE TO PROPERTY,-83.71983109999996,42.24406820000007
200020833,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK S STATE ST,ANN ARBOR,2020-07-03 00:28:00,ASSAULT - SIMPLE,-83.74010490099994,42.26216980100003
201000293,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"1900 BLOCK PLYMOUTH RD, APT 1016",ANN ARBOR,2020-06-17 00:00:00,LARCENY - ALL OTHER,-83.71564759899996,42.30141800000007
201000291,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK S FOREST AVE,ANN ARBOR,2020-06-23 23:00:00,LARCENY - ALL OTHER,-83.73335549999996,42.27532270100005
200020988,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1700 BLOCK GREEN RD,ANN ARBOR,2020-07-04 06:59:00,ASSAULT - SIMPLE,-83.69300769899996,42.29903200000007
201000296,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,000 ANN ARBOR ST,ANN ARBOR,2020-07-06 14:15:00,LARCENY - ALL OTHER,-83.74303779999997,42.28082560000007
200009550,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-03-05 18:15:00,ASSAULT - AGGRAVATED,-83.70952760099999,42.30843550000003
200021231,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK MILLER AVE,ANN ARBOR,2020-07-06 12:15:00,ASSAULT - SIMPLE,-83.75680509999995,42.284926400000074
200021329,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK HILL ST,ANN ARBOR,2020-07-07 01:35:00,LARCENY - ALL OTHER,-83.74352830099997,42.27208200000007
200019534,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-06-21 20:30:00,ASSAULT - AGGRAVATED,-83.73595199999994,42.23844600100006
200021223,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK W HURON ST,ANN ARBOR,2020-06-30 11:15:00,LARCENY - ALL OTHER,-83.75166069999995,42.28180800000007
200021275,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK FAIRVIEW DR,ANN ARBOR,2020-06-29 13:00:00,FRAUD,-83.77474489899998,42.28273769900005
200021304,INTIMIDATION,1381,AGGRAVATED STALKING (FELONY),A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-07-06 23:53:00,INTIMIDATION / STALKING,-83.73571389999995,42.239167000000066
200021304,ALL OTHER,5070,VIOLATION OF PRELIMINARY INJUNCTIVE ORDER (PEACE BOND),B,800 BLOCK VICTORS WAY,ANN ARBOR,2020-07-06 23:53:00,OBSTRUCTING JUSTICE,-83.73571389999995,42.239167000000066
200021262,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK W HURON ST,ANN ARBOR,2020-06-27 20:00:00,LARCENY - ALL OTHER,-83.75166069999995,42.28180800000007
200021247,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S STATE ST,ANN ARBOR,2020-07-06 14:47:00,LARCENY - ALL OTHER,-83.74043689999996,42.27879860100006
200021338,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,400 BLOCK E HURON ST,ANN ARBOR,2020-07-07 10:51:00,FRAUD,-83.74323779899998,42.28154040000004
200016728,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1000 BLOCK HILL ST,ANN ARBOR,2020-05-27 22:47:00,BURGLARY - RESIDENTIAL,-83.73680590099997,42.27179170000005
200021034,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-04-27 06:15:00,OBSTRUCTING JUSTICE,-83.70959499999998,42.30843580000004
200017175,FORCIBLE FONDLING,3601,SEX OFFENSE AGAINST CHILD -FONDLING,A,800 BLOCK S MAPLE RD,ANN ARBOR,2020-06-02 13:44:00,SEX OFFENSES - CSC,-83.78072159999994,42.27137289900003
200021187,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK HUTCHINS AVE,ANN ARBOR,2020-07-05 15:45:00,LARCENY - ALL OTHER,-83.75674279899994,42.26591610000003
200021315,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK S FOURTH AVE,ANN ARBOR,2020-07-07 06:54:00,LARCENY - FROM AUTO (LFA),-83.74778129999999,42.276591100000076
201000288,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK BARTON DRIVE APT. 202,ANN ARBOR,2020-06-30 00:30:00,LARCENY - FROM AUTO (LFA),-83.72933559999996,42.29799900000006
200016292,ALL OTHER,3605,INDECENT EXPOSURE,B,3000 BLOCK FULLER RD,ANN ARBOR,2020-05-24 11:00:00,SEX OFFENSES - OTHER,-83.70008939999997,42.27693380000005
200017353,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-04 02:35:00,ASSAULT - SIMPLE,-83.69030989899994,42.30697550000008
200021507,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK WESTOVER AVE,ANN ARBOR,2020-07-08 14:56:00,LARCENY - ALL OTHER,-83.79790399899997,42.282298999000034
200021497,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,100 BLOCK W WASHINGTON ST,ANN ARBOR,2020-07-08 14:51:00,TRESPASSING / INVASION OF PRIVACY,-83.74968909899997,42.280339000000026
200021514,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK BELVIDERE ST,ANN ARBOR,2020-07-08 07:45:00,LARCENY - FROM AUTO (LFA),-83.69909279999996,42.23885530000007
200020454,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK CASCADE DR,ANN ARBOR,2020-06-29 20:10:00,ASSAULT - SIMPLE,-83.70097229999999,42.245606500000065
200021449,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK WOLVERINE DR,ANN ARBOR,2020-07-08 02:00:00,LARCENY - FROM AUTO (LFA),-83.69807159899995,42.23702749900008
200021518,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3300 BLOCK WILLIAMSBURG DR,ANN ARBOR,2020-07-08 04:45:00,LARCENY - FROM AUTO (LFA),-83.69637990099994,42.23616800100007
200020402,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-28 12:09:00,FRAUD,-83.70480209899995,42.30282710100005
200021590,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,600 BLOCK MONROE ST,ANN ARBOR,2020-07-08 15:15:00,LARCENY - ALL OTHER,-83.74137059899994,42.27303830000005
200021567,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-08 23:59:00,ASSAULT - SIMPLE,-83.74917129999994,42.23800719900004
200009701,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-03-06 15:00:30,ASSAULT - AGGRAVATED,-83.70952760099999,42.30843550000003
200009701,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-03-06 15:00:30,BURGLARY - RESIDENTIAL,-83.70952760099999,42.30843550000003
200009701,ALL OTHER,4801,RESISTING OFFICER,B,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-03-06 15:00:30,OBSTRUCTING POLICE,-83.70952760099999,42.30843550000003
201000302,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK BRIARCREST DRIVE. UNIT 153,ANN ARBOR,2020-07-07 03:45:00,LARCENY - FROM AUTO (LFA),-83.74466750099998,42.246383499000046
200021580,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3200 BLOCK S STATE ST,ANN ARBOR,2020-07-09 01:07:30,DAMAGE TO PROPERTY,-83.73780179899995,42.240841499000055
200009557,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,2400 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-03-01 01:00:00,ASSAULT - AGGRAVATED,-83.70952760099999,42.30843550000003
200020312,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1800 BLOCK SHIRLEY LN,ANN ARBOR TWP,2020-06-28 01:30:00,LARCENY - FROM AUTO (LFA),-83.71909829899994,42.30111530000005
200020522,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3500 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-28 06:35:00,FRAUD,-83.69069620099998,42.30634710100003
200021611,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK BARTON DR,ANN ARBOR,2020-07-08 02:45:00,LARCENY - FROM AUTO (LFA),-83.72907079999999,42.298237699000026
200016698,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,100 BLOCK S FOURTH AVE,ANN ARBOR,2020-05-28 12:37:00,ASSAULT - SIMPLE,-83.74755310099994,42.28116220000004
200021480,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,900 BLOCK LINCOLN AVE,ANN ARBOR,2020-07-06 09:00:00,BURGLARY - RESIDENTIAL,-83.72950169999996,42.271545901000025
200021525,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK WILLIAMSBURG DR,ANN ARBOR,2020-07-08 05:52:30,LARCENY - FROM AUTO (LFA),-83.69665729999997,42.23502870000004
200021592,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,100 BLOCK W SUMMIT ST,ANN ARBOR,2020-07-06 12:00:00,DAMAGE TO PROPERTY,-83.74792649999995,42.289198001000045
200019112,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,1800 BLOCK HANOVER RD,ANN ARBOR,2020-06-17 22:00:00,INTIMIDATION / STALKING,-83.77005819999994,42.25773860000004
200019112,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,1800 BLOCK HANOVER RD,ANN ARBOR,2020-06-17 22:00:00,OBSTRUCTING JUSTICE,-83.77005819999994,42.25773860000004
200018325,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2100 BLOCK W STADIUM BLVD,ANN ARBOR,2020-06-11 10:51:00,LARCENY - RETAIL FRAUD,-83.77695249899995,42.27196089900008
200021578,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK MASON AVE,ANN ARBOR,2020-07-09 04:20:00,ASSAULT - SIMPLE,-83.78905159899995,42.28013830000003
201000298,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK HAMILTON ST,ANN ARBOR,2020-07-07 16:00:00,LARCENY - ALL OTHER,-83.74504280099995,42.27717049900008
201000281,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2600 BLOCK PAGE AVE,ANN ARBOR,2020-06-30 02:30:00,LARCENY - FROM AUTO (LFA),-83.72694909999996,42.25039970000006
200021687,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1300 BLOCK WISTERIA DR,ANN ARBOR,2020-07-10 02:15:00,DAMAGE TO PROPERTY,-83.73277499999995,42.258789001000025
200020885,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-03 12:24:00,LARCENY - ALL OTHER,-83.74757489899997,42.24036790100007
201000299,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,900 BLOCK SUNNYSIDE BLVD,ANN ARBOR,2020-07-05 12:00:00,DAMAGE TO PROPERTY,-83.75896229999995,42.26908690000005
200021613,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,100 BLOCK W WASHINGTON ST,ANN ARBOR,2020-07-09 13:22:00,TRESPASSING / INVASION OF PRIVACY,-83.74968909899997,42.280339000000026
201000300,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK S FOREST,ANN ARBOR,2020-07-08 01:00:00,LARCENY - ALL OTHER,-83.73350659999994,42.270940100000075
200021343,RUNAWAY,7070,RUNAWAY,B,3200 BLOCK BOARDWALK DR,ANN ARBOR,2020-07-03 13:00:00,MISSING PERSON / RUNAWAY,-83.73210639999996,42.241183601000046
200009005,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-03-01 11:31:00,FRAUD,-83.74757489899997,42.24036790100007
200021737,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,700 BLOCK SCIO CHURCH RD,ANN ARBOR,2020-07-10 14:45:00,LARCENY - ALL OTHER,-83.75977119999999,42.25641180000008
200021685,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK W HURON ST,ANN ARBOR,2020-07-10 02:36:00,TRESPASSING / INVASION OF PRIVACY,-83.75166069999995,42.28180800000007
200021666,INTIMIDATION,1372,CYBERBULLYING,A,800 BLOCK W EISENHOWER PKWY,ANN ARBOR,2020-07-09 21:46:00,INTIMIDATION / STALKING,-83.75689209999996,42.246831900000075
200021649,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,13800 BLOCK OAK PARK BLVD,ANN ARBOR,2020-07-09 18:59:00,OBSTRUCTING JUSTICE,-83.72353039899997,42.266549499000064
200021688,EXTORTION/BLACKMAIL,2103,EXTORTION - THREAT TO INJURE REPUTATION,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2020-07-10 02:00:00,EXTORTION - BLACKMAIL,-83.77535479899996,42.26775950100006
